ticker,report_date,fiscal_year,accession_number,metric_name,status,value,validation_reason,is_primary_root_item,root_metrics,root_causes
META,2022-12-31,2022,0001326801-23-000013,current_debt,REVIEW_REQUIRED,,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",True,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2022-12-31,2022,0001326801-23-000013,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2022-12-31,2022,0001326801-23-000013,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2022-12-31,2022,0001326801-23-000013,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2022-12-31,2022,0001326801-23-000013,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_total_mismatch_with_ltd;current_debt_prior::zero_inference_prior_bucket_unreliable
META,2022-12-31,2022,0001326801-23-000013,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'PASS', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_total_mismatch_with_ltd;current_debt_prior::zero_inference_prior_bucket_unreliable
META,2023-12-31,2023,0001326801-24-000012,current_debt,REVIEW_REQUIRED,,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",True,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2023-12-31,2023,0001326801-24-000012,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2023-12-31,2023,0001326801-24-000012,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2023-12-31,2023,0001326801-24-000012,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2023-12-31,2023,0001326801-24-000012,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_total_mismatch_with_ltd;current_debt_prior::zero_inference_prior_bucket_unreliable
META,2023-12-31,2023,0001326801-24-000012,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'PASS', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_total_mismatch_with_ltd;current_debt_prior::zero_inference_prior_bucket_unreliable
META,2024-12-31,2024,0001326801-25-000017,current_debt,REVIEW_REQUIRED,,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",True,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2024-12-31,2024,0001326801-25-000017,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2024-12-31,2024,0001326801-25-000017,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2024-12-31,2024,0001326801-25-000017,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_total_mismatch_with_ltd
META,2024-12-31,2024,0001326801-25-000017,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_total_mismatch_with_ltd;current_debt_prior::zero_inference_prior_bucket_unreliable
META,2024-12-31,2024,0001326801-25-000017,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'PASS', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_total_mismatch_with_ltd;current_debt_prior::zero_inference_prior_bucket_unreliable
NVDA,2020-01-26,2020,0001045810-20-000010,current_debt,REVIEW_REQUIRED,,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,True,current_debt,current_debt::zero_inference_role_not_found
NVDA,2020-01-26,2020,0001045810-20-000010,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_role_not_found
NVDA,2020-01-26,2020,0001045810-20-000010,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_role_not_found
NVDA,2020-01-26,2020,0001045810-20-000010,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_role_not_found
NVDA,2020-01-26,2020,0001045810-20-000010,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_role_not_found;current_debt_prior::zero_inference_role_not_found
NVDA,2020-01-26,2020,0001045810-20-000010,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'PASS', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_role_not_found;current_debt_prior::zero_inference_role_not_found
NVDA,2023-01-29,2023,0001045810-23-000017,effective_tax_rate,REVIEW_REQUIRED,-0.044726142071274816,"שיעור המס האפקטיבי המדווח (-0.044726142071274816) מחוץ לטווח הסביר [0, 1].",True,effective_tax_rate,effective_tax_rate::outside_plausible_range
NVDA,2023-01-29,2023,0001045810-23-000017,nopat,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'operating_income': 'PASS', 'effective_tax_rate': 'REVIEW_REQUIRED'}",False,effective_tax_rate,effective_tax_rate::outside_plausible_range
NVDA,2023-01-29,2023,0001045810-23-000017,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'REVIEW_REQUIRED', 'average_invested_capital': 'PASS'}",False,effective_tax_rate,effective_tax_rate::outside_plausible_range
GOOGL,2021-12-31,2021,0001652044-22-000019,current_debt,REVIEW_REQUIRED,,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2021-12-31,2021,0001652044-22-000019,pretax_income,REVIEW_REQUIRED,,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,True,pretax_income,pretax_income::row_not_found
GOOGL,2021-12-31,2021,0001652044-22-000019,effective_tax_rate,REVIEW_REQUIRED,,"לא ניתן לחשב Effective Tax Rate כי לא כל הרכיבים עברו PASS: {'pretax_income': 'REVIEW_REQUIRED', 'income_tax_expense': 'PASS'}",False,pretax_income,pretax_income::row_not_found
GOOGL,2021-12-31,2021,0001652044-22-000019,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2021-12-31,2021,0001652044-22-000019,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2021-12-31,2021,0001652044-22-000019,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2021-12-31,2021,0001652044-22-000019,nopat,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'operating_income': 'PASS', 'effective_tax_rate': 'REVIEW_REQUIRED'}",False,pretax_income,pretax_income::row_not_found
GOOGL,2021-12-31,2021,0001652044-22-000019,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2021-12-31,2021,0001652044-22-000019,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'REVIEW_REQUIRED', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,pretax_income;current_debt;current_debt_prior,pretax_income::row_not_found;current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2022-12-31,2022,0001652044-23-000016,current_debt,REVIEW_REQUIRED,,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2022-12-31,2022,0001652044-23-000016,pretax_income,REVIEW_REQUIRED,,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,True,pretax_income,pretax_income::row_not_found
GOOGL,2022-12-31,2022,0001652044-23-000016,effective_tax_rate,REVIEW_REQUIRED,,"לא ניתן לחשב Effective Tax Rate כי לא כל הרכיבים עברו PASS: {'pretax_income': 'REVIEW_REQUIRED', 'income_tax_expense': 'PASS'}",False,pretax_income,pretax_income::row_not_found
GOOGL,2022-12-31,2022,0001652044-23-000016,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2022-12-31,2022,0001652044-23-000016,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2022-12-31,2022,0001652044-23-000016,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2022-12-31,2022,0001652044-23-000016,nopat,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'operating_income': 'PASS', 'effective_tax_rate': 'REVIEW_REQUIRED'}",False,pretax_income,pretax_income::row_not_found
GOOGL,2022-12-31,2022,0001652044-23-000016,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2022-12-31,2022,0001652044-23-000016,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'REVIEW_REQUIRED', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,pretax_income;current_debt;current_debt_prior,pretax_income::row_not_found;current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2023-12-31,2023,0001652044-24-000022,current_debt,REVIEW_REQUIRED,,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2024') אינה אפס (1299000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2023-12-31,2023,0001652044-24-000022,pretax_income,REVIEW_REQUIRED,,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,True,pretax_income,pretax_income::row_not_found
GOOGL,2023-12-31,2023,0001652044-24-000022,effective_tax_rate,REVIEW_REQUIRED,,"לא ניתן לחשב Effective Tax Rate כי לא כל הרכיבים עברו PASS: {'pretax_income': 'REVIEW_REQUIRED', 'income_tax_expense': 'PASS'}",False,pretax_income,pretax_income::row_not_found
GOOGL,2023-12-31,2023,0001652044-24-000022,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2023-12-31,2023,0001652044-24-000022,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2023-12-31,2023,0001652044-24-000022,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2023-12-31,2023,0001652044-24-000022,nopat,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'operating_income': 'PASS', 'effective_tax_rate': 'REVIEW_REQUIRED'}",False,pretax_income,pretax_income::row_not_found
GOOGL,2023-12-31,2023,0001652044-24-000022,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2023-12-31,2023,0001652044-24-000022,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'REVIEW_REQUIRED', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,pretax_income;current_debt;current_debt_prior,pretax_income::row_not_found;current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2024-12-31,2024,0001652044-25-000014,current_debt,REVIEW_REQUIRED,,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2025') אינה אפס (1000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2024-12-31,2024,0001652044-25-000014,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2024-12-31,2024,0001652044-25-000014,adjusted_net_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2024-12-31,2024,0001652044-25-000014,invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'total_debt': 'REVIEW_REQUIRED', 'stockholders_equity': 'PASS', 'cash_and_equivalents': 'PASS', 'short_term_investments': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2024-12-31,2024,0001652044-25-000014,average_invested_capital,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'invested_capital': 'REVIEW_REQUIRED', 'invested_capital_prior': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2024-12-31,2024,0001652044-25-000014,roic,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'nopat': 'PASS', 'average_invested_capital': 'REVIEW_REQUIRED'}",False,current_debt;current_debt_prior,current_debt::zero_inference_earliest_bucket_nonzero;current_debt_prior::zero_inference_prior_bucket_unreliable
GOOGL,2025-12-31,2025,0001652044-26-000018,current_debt,REVIEW_REQUIRED,,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2026') אינה אפס (2000000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
GOOGL,2025-12-31,2025,0001652044-26-000018,total_debt,REVIEW_REQUIRED,,"לא ניתן לחשב מדד נגזר כי לא כל הרכיבים עברו PASS: {'current_debt': 'REVIEW_REQUIRED', 'long_term_debt': 'PASS'}",False,current_debt,current_debt::zero_inference_earliest_bucket_nonzero
