ticker,report_date,fiscal_year,downstream_metric,chain_path,root_metric,root_cause,root_reason,is_primary_root_item
META,2020-12-31,2020,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2020-12-31,2020,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2020-12-31,2020,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2020-12-31,2020,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> long_term_debt_prior,long_term_debt_prior,long_term_debt_prior::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2020-12-31,2020,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2020-12-31,2020,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2020-12-31,2020,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2020-12-31,2020,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> long_term_debt_prior,long_term_debt_prior,long_term_debt_prior::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,current_debt,current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,True
META,2021-12-31,2021,long_term_debt,long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",True
META,2021-12-31,2021,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,total_debt,total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,adjusted_net_debt,adjusted_net_debt -> total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,invested_capital,invested_capital -> total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> long_term_debt_prior,long_term_debt_prior,long_term_debt_prior::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> long_term_debt,long_term_debt,long_term_debt::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
META,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> long_term_debt_prior,long_term_debt_prior,long_term_debt_prior::ancestry_confirmed_absent,"לא נמצאה אף שורת 'long_term_debt' בתוך Statement role ראשי התואם לכללי ה-Role של המדד, וגם לא נמצאה שורת חוב לא-שוטף מועמדת לפי שרשרת ה-Ancestor (מדיניות D-019).",False
META,2022-12-31,2022,current_debt,current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",True
META,2022-12-31,2022,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",False
META,2022-12-31,2022,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",False
META,2022-12-31,2022,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",False
META,2022-12-31,2022,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",False
META,2022-12-31,2022,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2023 through 2026') — תנאי 2 לא הוכח.,False
META,2022-12-31,2022,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (10000000000.0) אינו מתיישב עם long_term_debt מהמאזן (9923000000.0) — תנאי 3 לא הוכח.",False
META,2022-12-31,2022,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2023 through 2026') — תנאי 2 לא הוכח.,False
META,2023-12-31,2023,current_debt,current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",True
META,2023-12-31,2023,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",False
META,2023-12-31,2023,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",False
META,2023-12-31,2023,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",False
META,2023-12-31,2023,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",False
META,2023-12-31,2023,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2024 through 2026') — תנאי 2 לא הוכח.,False
META,2023-12-31,2023,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (18500000000.0) אינו מתיישב עם long_term_debt מהמאזן (18385000000.0) — תנאי 3 לא הוכח.",False
META,2023-12-31,2023,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2024 through 2026') — תנאי 2 לא הוכח.,False
META,2024-12-31,2024,current_debt,current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",True
META,2024-12-31,2024,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",False
META,2024-12-31,2024,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",False
META,2024-12-31,2024,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",False
META,2024-12-31,2024,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",False
META,2024-12-31,2024,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2025 through 2026') — תנאי 2 לא הוכח.,False
META,2024-12-31,2024,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_total_mismatch_with_ltd,"current_debt = 0 לא הוסק (תנאי 3 לא הוכח): סה""כ לוח הפירעונות (29000000000.0) אינו מתיישב עם long_term_debt מהמאזן (28826000000.0) — תנאי 3 לא הוכח.",False
META,2024-12-31,2024,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2025 through 2026') — תנאי 2 לא הוכח.,False
NVDA,2020-01-26,2020,current_debt,current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,True
NVDA,2020-01-26,2020,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2020-01-26,2020,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2020-01-26,2020,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2020-01-26,2020,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2020-01-26,2020,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2020-01-26,2020,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2020-01-26,2020,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_role_not_found,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא נמצא באופן חד-משמעי ביאור לוח פירעונות חוב (Debt Maturity Schedule) — לא ניתן לאשר תנאי 2.,False
NVDA,2023-01-29,2023,effective_tax_rate,effective_tax_rate,effective_tax_rate,effective_tax_rate::outside_plausible_range,"שיעור המס האפקטיבי המדווח (-0.044726142071274816) מחוץ לטווח הסביר [0, 1].",True
NVDA,2023-01-29,2023,nopat,nopat -> effective_tax_rate,effective_tax_rate,effective_tax_rate::outside_plausible_range,"שיעור המס האפקטיבי המדווח (-0.044726142071274816) מחוץ לטווח הסביר [0, 1].",False
NVDA,2023-01-29,2023,roic,roic -> nopat -> effective_tax_rate,effective_tax_rate,effective_tax_rate::outside_plausible_range,"שיעור המס האפקטיבי המדווח (-0.044726142071274816) מחוץ לטווח הסביר [0, 1].",False
GOOGL,2021-12-31,2021,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
GOOGL,2021-12-31,2021,pretax_income,pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,True
GOOGL,2021-12-31,2021,effective_tax_rate,effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2021-12-31,2021,total_debt,total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2021-12-31,2021,adjusted_net_debt,adjusted_net_debt -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2021-12-31,2021,invested_capital,invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2021-12-31,2021,nopat,nopat -> effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2021-12-31,2021,average_invested_capital,average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2022') — תנאי 2 לא הוכח.,False
GOOGL,2021-12-31,2021,roic,roic -> nopat -> effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
GOOGL,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital -> total_debt -> current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2022') אינה אפס (187000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,False
GOOGL,2021-12-31,2021,roic,roic -> average_invested_capital -> invested_capital_prior -> total_debt_prior -> current_debt_prior,current_debt_prior,current_debt_prior::zero_inference_prior_bucket_unreliable,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): לא ניתן לחלץ ערך מהימן ויחיד עבור השורה המוקדמת ביותר בלוח הפירעונות ('2022') — תנאי 2 לא הוכח.,False
GOOGL,2022-12-31,2022,current_debt,current_debt,current_debt,current_debt::zero_inference_earliest_bucket_nonzero,current_debt = 0 לא הוסק (תנאי 2 לא הוכח): השורה המוקדמת ביותר בלוח הפירעונות ('2023') אינה אפס (221000000.0) — לא ניתן לאשר שאין סכום לפירעון תוך 12 חודשים.,True
GOOGL,2022-12-31,2022,pretax_income,pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,True
GOOGL,2022-12-31,2022,effective_tax_rate,effective_tax_rate -> pretax_income,pretax_income,pretax_income::row_not_found,לא נמצאה אף שורת 'pretax_income' בתוך Statement role ראשי התואם לכללי ה-Role של המדד.,False
